2019-01-03,245,752,41,0,0
2019-01-04,222,739,38,0,0
2019-01-05,203,647,22,5000,0
2019-01-06,201,659,33,0,0
2019-01-07,252,767,51,10000,0
2019-01-08,290,907,56,0,10500
2019-01-09,388,1578,81,0,0
2019-01-10,372,1504,79,15000,0
2019-01-11,372,1139,80,5000,0
2019-01-12,246,937,41,0,0
2019-01-13,274,769,37,0,0
2019-01-14,446,1560,97,20000,0
2019-01-15,481,2375,123,25000,15000
2019-01-16,546,2340,101,5000,15000
2019-01-17,464,1773,111,25000,0
2019-01-18,460,1628,117,20000,0
2019-01-19,269,834,39,0,0
2019-01-20,264,749,45,5000,0
2019-01-21,422,1846,130,5000,0
2019-01-22,490,1894,118,40000,0
2019-01-23,544,1839,115,10000,25500
2019-01-24,520,2117,131,40000,0
2019-01-25,901,1937,108,5000,0
2019-01-26,415,1292,44,5000,0
2019-01-27,381,1187,45,0,15000
2019-01-28,557,1708,116,35000,30000
2019-01-29,515,1355,139,10000,0
2019-01-30,537,1490,118,20000,0
2019-01-31,481,1430,107,45000,30000
2019-02-01,414,1678,101,25000,15000
2019-02-02,293,677,25,0,15000
2019-02-03,285,824,44,0,0
2019-02-04,454,1733,110,10000,15000
2019-02-05,487,2026,103,45000,0
2019-02-06,530,2419,104,25000,0
2019-02-07,521,2098,131,15000,75000
2019-02-08,443,1667,113,20000,0
2019-02-09,243,847,34,35000,0
2019-02-10,275,745,38,0,0
2019-02-11,597,2124,133,55000,15000
2019-02-12,487,2098,112,35000,0
2019-02-13,961,1916,109,5000,25500
2019-02-14,472,1878,106,5000,0
2019-02-15,601,1653,107,40000,0
2019-02-16,256,877,27,0,0
2019-02-17,309,779,54,0,0
2019-02-18,456,1625,102,50000,0
2019-02-19,503,1759,112,20000,0
2019-02-20,427,1884,99,5000,0
2019-02-21,438,2175,117,20000,0
2019-02-22,390,1891,96,15000,30000
2019-02-23,228,893,39,0,0
2019-02-24,285,822,43,0,0
2019-02-25,446,1723,126,15000,0
2019-02-26,567,2306,139,0,0
2019-02-27,475,2201,123,25000,25500
2019-02-28,545,2105,126,10000,0
2019-03-01,420,2338,95,0,0
2019-03-02,232,1162,59,0,0
2019-03-03,281,950,36,0,0
2019-03-04,430,1981,129,50000,30000
2019-03-05,1698,2159,112,20000,45000
2019-03-06,1131,1709,121,15000,0
2019-03-07,353,1955,98,5000,10500
2019-03-08,219,950,37,0,10500
2019-03-09,236,977,47,0,0
2019-03-10,263,841,33,0,0
2019-03-11,447,1576,111,15000,0
2019-03-12,512,2438,116,45000,0
2019-03-13,603,2385,103,35000,30000
2019-03-14,534,2035,152,45000,30000
2019-03-15,417,2130,109,15000,30000
2019-03-16,285,964,42,0,0
2019-03-17,259,825,43,0,0
2019-03-18,444,1623,135,40000,15000
2019-03-19,547,1778,141,20000,0
2019-03-20,694,1940,148,35000,10500
2019-03-21,502,2239,148,85000,0
2019-03-22,460,1776,110,25000,15000
2019-03-23,247,734,51,0,0
2019-03-24,296,742,50,30000,0
2019-03-25,476,1698,142,30000,0
2019-03-26,544,1727,131,35000,0
2019-03-27,536,2031,112,15000,10500
2019-03-28,557,2258,130,25000,30000
2019-03-29,434,2050,110,10000,0
2019-03-30,299,809,49,0,0
2019-03-31,295,489,43,0,0
2019-04-01,431,1282,127,25000,15000
2019-04-02,545,1759,117,35000,90000
2019-04-03,482,1985,121,15000,0
2019-04-04,527,1897,127,55000,10500
2019-04-05,569,2110,120,35000,0
2019-04-06,331,958,46,0,0
2019-04-07,322,802,35,0,45000
2019-04-08,414,1840,144,55000,0
2019-04-09,451,1772,117,15000,10500
2019-04-10,546,1795,104,5000,0
2019-04-11,556,1751,118,30000,0
2019-04-12,412,1791,113,15000,15000
2019-04-13,292,930,45,5000,0
2019-04-14,333,692,42,0,0
2019-04-15,514,1437,129,15000,0
2019-04-16,582,1993,161,20000,45000
2019-04-17,506,1753,111,25000,0
2019-04-18,522,1680,121,10000,0
2019-04-19,614,1683,112,30000,10500
2019-04-20,315,563,42,0,0
2019-04-21,293,600,35,0,0
2019-04-22,483,1447,122,5000,0
2019-04-23,589,2116,147,25000,10500
2019-04-24,497,1672,141,15000,0
2019-04-25,457,1674,139,5000,0
2019-04-26,406,1384,109,0,0
2019-04-27,295,826,38,0,0
2019-04-28,324,709,43,0,0
2019-04-29,492,1509,135,35000,40500
2019-04-30,424,1517,123,30000,105000
2019-05-01,356,1167,38,5000,15000
2019-05-02,343,957,54,0,0
2019-05-03,347,1050,58,0,0
2019-05-04,396,927,43,0,0
2019-05-05,332,891,56,0,0
2019-05-06,398,1142,103,15000,0
2019-05-07,427,1456,116,60000,0
2019-05-08,443,1580,85,0,45000
2019-05-09,270,1089,51,5000,0
2019-05-10,306,839,38,0,0
2019-05-11,300,646,45,0,10500
2019-05-12,299,678,44,0,0
2019-05-13,488,1375,148,5000,0
2019-05-14,513,1661,142,20000,40500
2019-05-15,485,2045,116,50000,66000
2019-05-16,533,1478,172,50000,102000
2019-05-17,610,1496,241,10000,0
2019-05-18,350,924,91,0,0
2019-05-19,367,605,79,0,0
2019-05-20,567,1887,172,10000,0
2019-05-21,656,1922,239,25000,0
2019-05-22,729,2377,240,40000,0
2019-05-23,558,2093,218,40000,0
2019-05-24,498,2051,136,5000,0
2019-05-25,371,1137,62,30000,0
2019-05-26,352,921,81,0,36000
2019-05-27,542,1901,161,15000,75000
2019-05-28,668,1868,183,10000,0
2019-05-29,580,1613,235,45000,30000
2019-05-30,558,1731,131,20000,0
2019-05-31,447,1486,123,0,15000
2019-06-01,393,1028,48,0,0
2019-06-02,452,933,35,0,0
2019-06-03,628,2227,126,0,0
2019-06-03,628,2227,126,0,0
2019-06-04,558,2079,282,10000,0
2019-06-05,556,1695,149,55000,0
2019-06-06,587,2224,151,0,0
2019-06-07,572,2197,123,10000,0
2019-06-08,393,980,32,5000,0
2019-06-09,413,1452,47,0,0
2019-06-10,540,2138,138,10000,0
2019-06-11,539,1839,166,5000,0
2019-06-12,432,1209,74,5000,0
2019-06-13,592,1897,194,60000,0
2019-06-14,547,1887,172,5000,0
2019-06-15,351,1017,69,0,0
2019-06-16,401,800,54,0,0
2019-06-17,662,2356,132,5000,0
