2018-01-31,0,1191,37424
2018-02-28,0,1281,38681
2018-03-31,0,1515,61822
2018-04-30,0,1572,58206
2018-05-31,0,1517,62499
2018-06-30,0,1424,53728
2018-07-31,0,1459,60945
2018-08-31,0,1369,55100
2018-09-30,0,1623,64567
2018-10-31,0,1713,64685
2018-11-30,0,1654,58369
2018-12-31,5363,2614,84630
2019-01-31,5072,3543,63015
2019-02-28,4196,2244,63741
2019-03-31,7258,2644,80881
2019-04-30,4637,3598,66198
2019-05-31,4997,4343,83445
2019-06-30,5277,4498,80953
2019-07-31,4727,4754,79371
